Type,Name,Statement,Where,Date,Link
2005,true,Jim Zehringer,"""Ohio is losing over 700 family farms a year, some of them just to pay the inheritance tax.""",news conference,"November 16, 2010",https://www.politifact.com/factchecks/2010/dec/09/jim-zehringer/rep-jim-zehringer-point-comment-loss-family-farms-/
2006,true,Alex Sink,"""150,000 (oil spill) claims have been filed by Floridians, but only 40 percent of them have been paid.""",meeting of FloridCabinet,"December 7, 2010",https://www.politifact.com/factchecks/2010/dec/08/alex-sink/alex-sink-says-bp-claims-administrator-slow-respon/
2007,true,Rick Scott,Says the military accounts for about 10 percent of Florida's economy.,press conference,"December 6, 2010",https://www.politifact.com/factchecks/2010/dec/07/rick-scott/rick-scott-says-military-makes-nearly-10-percent-f/
2008,true,National Review,Said Republicans made historic gains in state legislatures during last month’s election,National Review Online,"November 3, 2010",https://www.politifact.com/factchecks/2010/dec/03/national-review/gop-made-historic-gains-state-level-year/
2009,true,Ronda Storms,"Hillsborough's Public Transportation Commission has ""a rule that says cabbies have to wear socks. I mean, please. Come on.""",newspaper interview,"December 1, 2010",https://www.politifact.com/factchecks/2010/dec/02/ronda-storms/ronda-storms-says-local-transit-agency-forces-cab-/
2010,true,Bob McDonnell,"""The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.""",,"November 30, 2010:",https://www.politifact.com/factchecks/2010/dec/02/bob-mcdonnell/bob-mcdonnell-says-virginia-college-tuitions-have-/
2011,true,Gwen Moore,"In Wisconsin, ""deaths from domestic violence are at the highest in 10 years.""",news release,"October 7, 2010",https://www.politifact.com/factchecks/2010/dec/02/gwen-moore/us-rep-gwen-moore-says-domestic-violence-deaths-wi/
2012,true,Mike Mullen,"""Historically,"" Senate ratification of arms control treaties ""has been bipartisan.""",interview,"November 21, 2010",https://www.politifact.com/factchecks/2010/nov/30/michael-mullen/adm-mike-mullen-says-past-arms-treaty-ratification/
2013,true,Jamie Samons,"""We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.""",Providence Journal story,"November 17, 2010",https://www.politifact.com/factchecks/2010/nov/28/jamie-samons/rhode-island-was-one-first-states-build-sewers-and/
2014,true,John Boehner,"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room.",blog post,"November 5, 2010",https://www.politifact.com/factchecks/2010/nov/25/john-boehner/transparency-pledge-sparks-call-cameras-house-rule/
2015,true,Todd Staples,"""More people hunt and fish in Texas in a given year than attend the... games of the Dallas Cowboys, the Dallas Mavericks, the Houston Texans and the Houston Rockets combined.""",interview,"August 31, 2010",https://www.politifact.com/factchecks/2010/nov/25/todd-staples/todd-staples-says-any-year-more-texans-hunt-or-fis/
2016,true,Ohio Department of Transportation,"""Demand for transportation choice is on the rise, with 14 percent more Ohioans riding passenger trains over the past year.""",news release,"October 25, 2010",https://www.politifact.com/factchecks/2010/nov/24/ohio-department-transportation/odot-cites-heightened-amtrak-ridership-light-poten/
2017,true,Bob Wirch,"""Over the course of one four-year term, it costs taxpayers more than $1 million simply to operate"" the governor’s mansion.",news release,"November 15, 2010",https://www.politifact.com/factchecks/2010/nov/21/bob-wirch/state-sen-bob-wirch-says-it-costs-wisconsin-taxpay/
2018,true,Sheldon Whitehouse,"""The law, right now, permits companies that close down American factories and offices and move those jobs overseas to take a tax deduction for the costs associated with moving the jobs to China or India or wherever.""",speech,"September 27, 2010",https://www.politifact.com/factchecks/2010/nov/21/sheldon-whitehouse/whitehouse-says-companies-get-tax-break-moving-job/
2019,true,Crime Victims United of Oregon,Says Oregon ranks 30th in the nation with regard to its incarceration rate.,website,"November 12, 2010",https://www.politifact.com/factchecks/2010/nov/19/crime-victims-united-oregon/anti-crime-organization-says-oregon-ranks-30th-inc/
2020,true,John Pistole,"The radiation coming from the new TSA body scanners is ""equivalent to about three minutes' worth of air travel by anybody, say, at 30,000 feet.""",interview with CNNs Anderson Cooper,"November 16, 2010",https://www.politifact.com/factchecks/2010/nov/18/john-pistole/tsa-administrator-claims-new-body-scanners-emit-mu/
2021,true,Tim Ryan,"""Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.""",website posting,"November 17, 2010",https://www.politifact.com/factchecks/2010/nov/17/tim-ryan/rep-tim-ryan-not-shy-about-bringing-home-bacon/
2022,true,Joyce Kaufman,"""Nobody has played clips over and over ... of President Obama (saying), 'If they bring a knife to the fight, we'll bring a gun.' """,radio show,"November 12, 2010",https://www.politifact.com/factchecks/2010/nov/17/joyce-kaufman/radio-host-joyce-kaufman-said-obama-tote-gun/
2023,true,Rick Perry,"""The (federal) debt is growing by more than $4 billion a day.""",Fed Up Our Fight to Save Americfrom Washington,"November 2, 2010",https://www.politifact.com/factchecks/2010/nov/17/rick-perry/gov-rick-perry-says-national-debt-increasing-more-/
2024,true,Steven Schale,"""Re: (Marco) Rubio's support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.""",posting,"November 15, 2010",https://www.politifact.com/factchecks/2010/nov/16/steven-schale/marco-rubio-wasnt-always-against-earmarks-florida/
2025,true,William G. Batchelder,"""We haven’t had control of the House for the last two years and it’s been malfunctioning. We had 109 sessions scheduled and held 49.""",interview,"October 18, 2010",https://www.politifact.com/factchecks/2010/nov/16/bill-batchelder/republican-state-rep-william-batchelder-knocks-dem/
2026,true,Kent Conrad,"Federal spending is ""the highest it's been as a share of our economy in 60 years (and) revenue is the lowest it's been as a share of our economy in 60 years.""",interview,"November 14, 2010",https://www.politifact.com/factchecks/2010/nov/15/kent-conrad/kent-conrad-says-federal-spendings-share-gdp-60-ye/
2027,true,Rand Paul,"""We now consume at the federal level 25 percent of the gross domestic product. Historically we were at 20 percent. So we've taken 5 percent away from the private sector.""",interview,"November 14, 2010",https://www.politifact.com/factchecks/2010/nov/15/rand-paul/rand-paul-says-federal-spending-has-risen-25-perce/
2028,true,George Voinovich,Says that the federal gas tax has not been raised since 1993.,news release,"November 8, 2010",https://www.politifact.com/factchecks/2010/nov/11/george-voinovich/sen-george-voinovich-suggests-25-cent-increase-rev/
2029,true,Tom Barrett,"As mayor, Barrett led efforts to redevelop the Menomonee Valley, ""which now supports nearly 4,000 jobs in Wisconsin.""",campaign video numerous other campaign statements,"November 10, 2010",https://www.politifact.com/factchecks/2010/nov/11/tom-barrett/tom-barrett-says-he-helped-create-4000-jobs-menomo/
2030,true,Marcy Kaptur,"Electric utility FirstEnergy's annual revenues are greater ""than the GDP of Haiti, Kyrgyzstan, Iceland, or 15 African nations.""",testimony given at public hearing,"October 25, 2010",https://www.politifact.com/factchecks/2010/nov/10/marcy-kaptur/rep-marcy-kaptur-chides-firstenergy-rate-plan-noti/
2031,true,Robert Brown,"""Animal abuse is often an indicative trait of future acts of violence against humans.""",press release,"October 29, 2010",https://www.politifact.com/factchecks/2010/nov/10/robert-brown/state-senator-says-animal-cruelty-lead-violent-adu/
2032,true,John Boehner,Says that the new financial services law requires 358 regulatory filings.,news conference,"November 3, 2010",https://www.politifact.com/factchecks/2010/nov/09/john-boehner/john-boehner-point-describing-new-regulations-cons/
2033,true,Children's Healthcare of Atlanta,"""Georgia has the second-highest rate of childhood obesity in the United States.""",press release,"November 20, 2010",https://www.politifact.com/factchecks/2010/nov/08/childrens-healthcare-atlanta/hospital-says-georgias-kids-second-fattest-nation/
2034,true,Eric Cantor,"""The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.""",letter to editor of Richmond TimesDispatch,"October 30, 2010",https://www.politifact.com/factchecks/2010/nov/07/eric-cantor/cantor-says-obama-budget-adds-more-debt-totaled-43/
2035,true,John Boehner,"Members of Congress did not have three days to read the bill ""when the stimulus was rushed into law.""",Saturday address,"October 30, 2010",https://www.politifact.com/factchecks/2010/oct/31/john-boehner/john-boehner-says-stimulus-bill-was-rushed-passage/
2036,true,Sharron Angle,"Sen. Harry Reid voted ""against declaring English our national language, twice.""",TV ad,"October 25, 2010",https://www.politifact.com/factchecks/2010/oct/29/sharron-angle/sharron-angle-says-se-harry-reid-twice-voted-again/
2037,true,Josh Mandel,"""Decorated Marine, two-tour Iraq war vet.""",campaign ad,"September 22, 2010",https://www.politifact.com/factchecks/2010/oct/29/josh-mandel/ohio-treasurer-candidate-josh-mandel-decorated-mar/
2038,true,Promote Oregon Leadership PAC (Oregon House Republicans),Says Will Rasmussen falsely claimed he had lived in the West Linn district for about a year.,campaign mailer,"October 27, 2010",https://www.politifact.com/factchecks/2010/oct/29/promote-oregon-leadership-pac-oregon-house-republi/oregon-house-republicans-say-will-rasmussen-was-ca/
2039,true,Barack Obama,"""Most of the jobs that we lost were lost before the economic policies we put in place had any effect.""",interview,"October 27, 2010",https://www.politifact.com/factchecks/2010/oct/28/barack-obama/obama-says-most-job-loss-occurred-his-economic-pol/
2040,true,Democratic Senatorial Campaign Committee,"As CEO of WWE, Linda McMahon ""was caught tipping off a ringside physician"" about a federal investigation into illegally distributing steroids to wrestlers.",TV ad,"October 21, 2010",https://www.politifact.com/factchecks/2010/oct/27/democratic-senatorial-campaign-committee/dscc-claims-linda-mcmahon-tipped-ringside-physicia/
2041,true,Rick Scott,"""Your tellers were paid kickbacks for directing elderly consumers from ... safe deposits to risky ones.""",CNNSt Petersburg Times debate,"October 25, 2010",https://www.politifact.com/factchecks/2010/oct/26/rick-scott/alex-sink-faces-her-own-fraud-charges-cnnst-peters/
2042,true,Tom Barrett,"Says ""Scott Walker wants to make abortion illegal, even in cases of rape, incest or to protect the life of the mother.""",campaign TV ad,"October 21, 2010",https://www.politifact.com/factchecks/2010/oct/26/tom-barrett/tom-barrett-says-scott-walker-wants-ban-abortion-e/
2043,true,Donna Campbell,"Says Lloyd Doggett voted for the health care, stimulus and cap-and-trade bills.",ad,"October 19, 2010",https://www.politifact.com/factchecks/2010/oct/26/donna-campbell/donna-campbell-says-rep-lloyd-doggett-voted-health/
2044,true,Rick Perry,"""More Texans have new jobs today than the entire population of Fort Worth.""",ad,"October 13, 2010",https://www.politifact.com/factchecks/2010/oct/25/rick-perry/gov-rick-perry-says-more-texans-have-new-jobs-popu/
2045,true,Charlie Crist,"""I am very proud, as governor of Florida, that we signed the first divestment act, as it relates to Iran, divesting any investments in companies that would invest in Iran.""",US Senate debate,"October 24, 2010",https://www.politifact.com/factchecks/2010/oct/24/charlie-crist/charlie-crist-claims-florida-legislature-was-first/
2046,true,Charlie Crist,"Says Marco Rubio said that ""people who essentially don't agree with him, ought to leave the country, like Keith Olbermann.""",US Senate debate,"October 24, 2010",https://www.politifact.com/factchecks/2010/oct/24/charlie-crist/charlie-crist-says-marco-rubio-has-said-people-who/
2047,true,Kevin Rader,"Lizbeth Benacquisto ""broke election law 105 times, hiding special interest contributors.""",TV campaign ad,"October 20, 2010",https://www.politifact.com/factchecks/2010/oct/24/kevin-rader/florida-house-candidate-lizabeth-benaquist-accused/
2048,true,Russ Feingold,"Says Ron Johnson ""likes to say there are too many lawyers in the Senate – 57. He’d be the 70th millionaire.""",campaign rally,"October 18, 2010",https://www.politifact.com/factchecks/2010/oct/22/russ-feingold/russ-feingold-says-ron-johnson-would-become-70th-m/
2049,true,Maryellen O'Shaughnessy,"""Since 2000, when he entered politics, Jon Husted has been on the ballot six times for three different political offices.""",news release,"September 27, 2010",https://www.politifact.com/factchecks/2010/oct/22/maryellen-oshaughnessy/maryellen-oshaughnessy-cites-jon-husteds-election-/
2050,true,Michael Bennet,"Ken Buck wants to ""outlaw abortion, even in cases of rape or incest.""",campaign ad,"October 15, 2010",https://www.politifact.com/factchecks/2010/oct/18/michael-bennet/ken-buck-opposes-abortion-including-cases-rape-or-/
2051,true,John Robitaille,His biography says he was the top ROTC officer in the nation.,biography,"October 15, 2010",https://www.politifact.com/factchecks/2010/oct/17/john-robitaille/robitailles-bio-says-he-was-top-rotc-officer/
2052,true,Chris Coons,New Castle County's unemployment rate has not almost doubled in the last two years.,televised debate disputing claim by RepublicChristine ODonnell,"October 13, 2010",https://www.politifact.com/factchecks/2010/oct/14/chris-coons/debate-chris-coons-says-christine-odonnell-wrong-c/
2053,true,Joe Manchin,"John Raese's wife ""is registered to vote in Florida so she can't even vote for him.""",campaign ad,"October 8, 2010",https://www.politifact.com/factchecks/2010/oct/14/joe-manchin/joe-manchin-attacks-john-raese-wife-registered-vot/
2054,true,Rob Portman,"Since the stimulus package was passed, ""Ohio’s lost over 100,000 more jobs.""",television campaign ad,"October 6, 2010",https://www.politifact.com/factchecks/2010/oct/11/rob-portman/portman-uses-new-and-improved-number-job-losses-st/
2055,true,Hank Gilbert,"Says the Texas Department of Agriculture seeks to purchase up to 300,000 promotional stress balls.",press release,"September 24, 2010",https://www.politifact.com/factchecks/2010/oct/11/hank-gilbert/hank-gilbert-says-texas-department-agriculture-cou/
2056,true,Blue Oregon,"Says ""Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregon's children.""",website posting,"September 30, 2010",https://www.politifact.com/factchecks/2010/oct/08/blue-oregon/liberal-website-says-rep-jim-weidner-tried-take-he/
2057,true,Lloyd Doggett,"""I said no to these big bank bailouts.""",TV ad,"October 4, 2010",https://www.politifact.com/factchecks/2010/oct/07/lloyd-doggett/us-rep-lloyd-doggett-says-he-voted-against-bank-ba/
2058,true,Alan Grayson,"""Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.""",TV ad,"October 6, 2010",https://www.politifact.com/factchecks/2010/oct/06/alan-grayson/alan-grayson-tones-down-rhetoric-not-attacks-new-a/
2059,true,Scott Walker,"Since being elected in 2002, Scott Walker has ""given back over $370,000 of his salary to the county.""",statement,"October 5, 2010",https://www.politifact.com/factchecks/2010/oct/06/scott-walker/gop-governor-candidate-scott-walker-says-he-has-gi/
2060,true,John Robitaille,"""Rhode Island has a very generous unemployment compensation rate compared to most other states.""",interview,"October 4, 2010",https://www.politifact.com/factchecks/2010/oct/06/john-robitaille/robitaille-says-rhode-islands-unemployment-compens/
2061,true,Mark Hinkle,"""Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections.""",press release,"September 23, 2010",https://www.politifact.com/factchecks/2010/oct/04/mark-hinkle/mark-hinkle-chairman-libertarian-party-says-exit-p/
2062,true,Tom Ganley,"""An organized crime syndicate was extorting money from his (Tom Ganley’s) business, threatening his family, but he fought back and won the FBI's highest civilian award""",campaign video,"September 16, 2010",https://www.politifact.com/factchecks/2010/sep/30/tom-ganley/tom-ganley-touts-role-fbi-investigation/
2063,true,Dave Yost,"""Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry.""",campaign video,"August 10, 2010",https://www.politifact.com/factchecks/2010/sep/29/dave-yost/gop-auditor-candidate-dave-yost-says-opponent-davi/
2064,true,Todd Staples,Says the U.S. Constitution provides for just compensation when land is taken under eminent domain.,radio interview,"September 16, 2010",https://www.politifact.com/factchecks/2010/sep/28/todd-staples/todd-staples-says-us-constitution-provides/
2065,true,Rick Perry,"""We've created more than 850,000 jobs, more than all the other states combined.""",TV ad,"September 12, 2010",https://www.politifact.com/factchecks/2010/sep/23/rick-perry/gov-rick-perry-says-texas-has-created-more-850000-/
2066,true,Citizens for the Republic,"Children born today will carry a $30,000 share of the national debt.",campaign commercial,"September 21, 2010",https://www.politifact.com/factchecks/2010/sep/23/citizens-republic/mourning-america-ad-echoing-reagan-classic-gets-it/
2067,true,Barack Obama,"""There's a big chunk of the country that thinks that I have been too soft on Wall Street.""",town hall meeting,"September 20, 2010",https://www.politifact.com/factchecks/2010/sep/22/barack-obama/obama-too-soft-wall-street-public-worries-about-wa/
2068,true,Alan Grayson,"Ed Schultz said Alan Grayson is ""what it's all about.""",TV ad,"September 3, 2010",https://www.politifact.com/factchecks/2010/sep/16/alan-grayson/was-msnbcs-ed-schultz-talking-about-alan-grayson-g/
2069,true,John Dennis,"Taxpayers pay $18,000 a month for House Speaker Nancy Pelosi's district office in downtown San Francisco.",campaign commercial,"September 14, 2010",https://www.politifact.com/factchecks/2010/sep/15/john-dennis/gop-rival-says-taxpayers-pay-18000month-nancy-pelo/
2070,true,Alex Sink,"""Florida ranks last in the ratio of employees to residents... And Florida is dead last in the nation in state employee payroll expenditures per resident.""",campaign website,"September 13, 2010",https://www.politifact.com/factchecks/2010/sep/14/alex-sink/alex-sink-says-florida-last-two-state-employee-mea/
2071,true,John Boccieri,"""I don’t understand what Republicans are doing against this. It was their idea. John McCain introduced cap and trade legislation three times.""",interview,"August 18, 2010",https://www.politifact.com/factchecks/2010/sep/13/john-boccieri/democratic-rep-john-boccieri-invokes-gop-sen-john-/
2072,true,Larry Gonzales,Says state Rep. Diana Maldonado of Round Rock uses Craigslist to hire campaign block walkers.,email to supporters,"August 31, 2010",https://www.politifact.com/factchecks/2010/sep/10/larry-gonzales/larry-gonzales-says-state-rep-diana-maldonado-uses/
2073,true,Republican Party of Texas,Says State Rep. Kristi Thibaut was an ACORN lobbyist.,tweet,"August 31, 2010",https://www.politifact.com/factchecks/2010/sep/09/republican-party-texas/republican-party-texas-says-rep-kristi-thibaut-was/
2074,true,Yvette McGee Brown,"Ohio today has the ""fewest number of state employees since the Reagan administration.""",speech at candidates forum,"August 4, 2010",https://www.politifact.com/factchecks/2010/sep/06/yvette-mcgee-brown/strickland-running-mate-yvette-mcgee-brown-says-oh/
2075,true,Rick Scott,"Jennifer Carroll is the ""first African-American Republican woman to be part of a statewide ticket in Florida.""",press release,"September 2, 2010",https://www.politifact.com/factchecks/2010/sep/03/rick-scott/jennifer-carroll-could-make-history-if-elected-li/
2076,true,Harry Reid,"Sharron Angle ""would eliminate the Department of Education.""",campaign commercial,"August 23, 2010",https://www.politifact.com/factchecks/2010/sep/01/harry-reid/harry-reid-says-sharron-angle-wants-eliminate-educ/
2077,true,Greg Abbott,Says a highway was closed in El Paso because of bullets flying across the border.,interview,"August 26, 2010",https://www.politifact.com/factchecks/2010/sep/01/greg-abbott/ag-greg-abbott-says-el-paso-highway-was-closed-bec/
2078,true,Bud Chiles,"""Florida is 49th in per capita spending on mental health care.""",campaign website,"August 31, 2010",https://www.politifact.com/factchecks/2010/aug/31/bud-chiles/chiles-says-florida-ranks-49th-capita-mental-healt/
2079,true,John Boehner,"Under the new health care law, ""if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds.""",speech at City Club of Cleveland,"August 24, 2010",https://www.politifact.com/factchecks/2010/aug/31/john-boehner/rep-john-boehner-gets-it-right-new-business-tax-ma/
2080,true,Michael Thurmond,"Michael Thurmond ""authored major legislation that has provided more than $250 million in tax relief to Georgia’s senior citizens and working families.""",hcampaign website,"April 30, 2010",https://www.politifact.com/factchecks/2010/aug/31/michael-thurmond/thurmond-claims-legislation-helped-low-income-geor/
2081,true,Glenn Beck,"""The federal government is now on track"" for the second-largest budget deficit ""in 65 years.""",comments,"August 25, 2010",https://www.politifact.com/factchecks/2010/aug/30/glenn-beck/beck-claims-us-track-second-biggest-deficit-65-yea/
2082,true,Bill White,Says most of Perry's chiefs of staff have been lobbyists.,speech,"August 14, 2010",https://www.politifact.com/factchecks/2010/aug/30/bill-white/bill-white-says-most-gov-rick-perrys-chiefs-staff-/
2083,true,"Kernan ""Kerry"" King","In Rhode Island ""there are 150 different pension plans for public workers.""",interview,"August 21, 2010",https://www.politifact.com/factchecks/2010/aug/30/kernan-kerry-king/king-says-rhode-islands-public-employees-have-150-/
2084,true,Kenneth Block,"""(I) helped to invent a system that saved over a billion dollars on welfare.""",TV Internet commercial,"June 19, 2010",https://www.politifact.com/factchecks/2010/aug/29/kenneth-block/block-says-system-he-helped-create-detect-welfare-/
2085,true,Michael Bloomberg,"""There is already a mosque four blocks away.""",speech,"August 24, 2010",https://www.politifact.com/factchecks/2010/aug/26/michael-bloomberg/mayor-michael-bloomberg-argues-against-no-mosque-z/
2086,true,Kendrick Meek,"Kendrick Meek claims he's the only candidate who said Sonia Sotomayor ""will make an excellent Supreme Court justice.""",hprimary victory speech,"August 24, 2010",https://www.politifact.com/factchecks/2010/aug/25/kendrick-meek/kendrick-meek-only-big-3-us-senate-race-support-so/
2087,true,Jerry Patterson,Says Barack Obama didn't keep his promise to have an immigration bill in his first year.,speech,"August 9, 2010",https://www.politifact.com/factchecks/2010/aug/21/jerry-patterson/jerry-patterson-says-barack-obama-broke-his-promis/
2088,true,Ileana Ros-Lehtinen,"""U.S. taxpayers are being forced to fund Feisal Abdul Rauf’s trip to the Middle East.""",press release,"August 10, 2010",https://www.politifact.com/factchecks/2010/aug/19/ileana-ros-lehtinen/ileana-ros-lehtinen-peter-king-correct-federal-fun/
2089,true,Kendrick Meek,"""Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them.""",TV ad,"August 11, 2010",https://www.politifact.com/factchecks/2010/aug/18/kendrick-meek/kendrick-meeks-new-ad-gets-warren-buffett-jeff-gre/
2090,true,Eddie Bernice Johnson,"""In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.""",speech,"August 10, 2010",https://www.politifact.com/factchecks/2010/aug/17/eddie-bernice-johnson/texas-congresswoman-eddie-bernice-johnson-says-soc/
2091,true,Barack Obama,"""The unemployment rate for folks who've never gone to college is almost double what it is for those who have.""",speech at University of Texas at Austin,"August 9, 2010",https://www.politifact.com/factchecks/2010/aug/17/barack-obama/president-barack-obama-says-unemployment-rate-thos/
2092,true,Esquire magazine,"This year, Newt Gingrich ""has raised as much money as Mitt Romney, Tim Pawlenty, Sarah Palin, and Mike Huckabee combined.""",magazine profile,"August 10, 2010",https://www.politifact.com/factchecks/2010/aug/15/esquire-magazine/magazine-says-newt-gingrich-leads-fundraising/
2093,true,Rachel Maddow,"""The overall fact about illegal immigration is that it's not actually getting worse.""",The Rachel Maddow Show,"August 2, 2010",https://www.politifact.com/factchecks/2010/aug/12/rachel-maddow/rachel-maddow-says-illegal-immigration-declining/
2094,true,Jeff Kottkamp,"""I've taken on the federal government and won.""",debate,"July 31, 2010",https://www.politifact.com/factchecks/2010/aug/11/jeff-kottkamp/kottkamp-took-federal-government-court-and-won-he-/
2095,true,Kevin Boyce,"""I’ve even cut my own salary -- twice.""",campaign video,"July 14, 2010",https://www.politifact.com/factchecks/2010/aug/11/kevin-boyce/ohio-treasurer-kevin-boyce-twice-cut-his-own-pay/
2096,true,Hank Johnson,"Exporters are using a federal loophole to ""deceptively sell products made from cat and dog fur"" to U.S. consumers.",statement,"July 28, 2010",https://www.politifact.com/factchecks/2010/aug/11/hank-johnson/congressman-jumps-fur-flap/
2097,true,Gen. Peter Chiarelli,"About 106,000 soldiers had ""a prescription of three weeks or more"" for pain, depression or anxiety medication.",interview,"August 8, 2010",https://www.politifact.com/factchecks/2010/aug/10/gen-peter-chiarelli/us-army-report-documents-problem-suicides-military/
2098,true,George Voinovich,"""Last year, we borrowed $1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors.""",speech,"July 14, 2010",https://www.politifact.com/factchecks/2010/aug/10/george-voinovich/sen-george-voinovich-critical-half-national-debt-h/
2099,true,Bill McCollum,"""Police officers in this state have that right,"" to check the immigration status of people they arrest.",televised candidates debate,"August 5, 2010",https://www.politifact.com/factchecks/2010/aug/09/bill-mccollum/bill-mccollum-says-florida-police-can-check-immigr/
2100,true,Florida Democratic Party,"""(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.""",press release,"July 26, 2010",https://www.politifact.com/factchecks/2010/aug/02/florida-democratic-party/florida-democrats-focus-mccollums-record/
2101,true,George Will,"During the recession, ""the consumer in his native perversity has begun to save. The savings rate is now 6.2 percent.""",roundtable discussion,"August 1, 2010",https://www.politifact.com/factchecks/2010/aug/02/george-will/george-will-says-personal-saving-rate-has-increase/
2102,true,Kendrick Meek,"""Jeff Greene can buy anything"" ...  he owns two mansions.",TV ad,"July 29, 2010",https://www.politifact.com/factchecks/2010/jul/30/kendrick-meek/what-you-see-what-you-get-meek-has-photos-jeff-gre/
2103,true,Yvette McGee Brown,"""The first professional baseball team was from an Ohio city.""",speech,"June 22, 2010",https://www.politifact.com/factchecks/2010/jul/30/yvette-mcgee-brown/ohio-first-state-professional-baseball-team/
2104,true,Jeb Hensarling,"""Today almost half our debt is owned by foreigners.""",speech,"July 8, 2010",https://www.politifact.com/factchecks/2010/jul/30/jeb-hensarling/rep-jeb-hensarling-says-nearly-half-us-debt-owned-/
2105,true,Donna Brazile,"Over the last 10 years, incomes for the top 1 percent ""have grown."" Meanwhile, the bottom half of the country, ""they've seen their wages stagnate.""",roundtable discussion,"July 25, 2010",https://www.politifact.com/factchecks/2010/jul/29/donna-brazile/brazile-claims-income-has-grown-top-1-percent-stag/
2106,true,Dave Aronberg,"""There are more pain clinics in Broward County than there are McDonald's in Broward County.""",editorial board interview,"July 26, 2010",https://www.politifact.com/factchecks/2010/jul/29/dave-aronberg/aronberg-says-broward-pain-clinics-outnumber-mcdon/
2107,true,Kendrick Meek,"Democratic candidate Jeff Greene ""ran for Congress as a California Republican.""",television ad,"July 26, 2010",https://www.politifact.com/factchecks/2010/jul/28/kendrick-meek/greene-ran-republican-28-years-ago/
2108,true,Marc Morial,The Latino unemployment rate is higher than the white rate and the black rate is higher than the Latino rate.,roundtable discussion,"July 25, 2010",https://www.politifact.com/factchecks/2010/jul/27/marc-morial/marc-morial-correct-unemployment-rates-whites-blac/
2109,true,Timothy Geithner,"""We've seen six months of positive job growth by the private sector.""",ABCs ThWeek,"July 25, 2010",https://www.politifact.com/factchecks/2010/jul/27/timothy-geithner/geithner-claims-us-had-six-months-positive-job-gro/
2110,true,John King,"""Sometime in the next decade, there will be more Latinos in the state of Texas than there are Anglos. That will happen sometime in the next five to eight to ten years.""",question to SAntonio Mayor JuliCastro,"July 13, 2010",https://www.politifact.com/factchecks/2010/jul/26/john-king/cnns-john-king-says-latinos-will-outnumber-anglos-/
2111,true,Sherrod Brown,Twenty-two million jobs were created during Clinton’s two terms but only 3 million during Bush’s.,interview with Rachel Maddow ,"July 14, 2010",https://www.politifact.com/factchecks/2010/jul/25/sherrod-brown/sherrod-brown-touts-job-grown-during-clinton-presi/
2112,true,Yvette McGee Brown,"""Education Week rates Ohio schools in the top five in the nation.""",campaign speech,"June 22, 2010",https://www.politifact.com/factchecks/2010/jul/24/yvette-mcgee-brown/lieutenant-governor-candidate-mcgee-brown-boasts-o/
2113,true,Bob Gibbs,"""In the 18th Congressional District, 100% of electric generation comes from coal.""",statement posted to hwebsite,"July 21, 2010",https://www.politifact.com/factchecks/2010/jul/24/bob-gibbs/house-candidate-bob-gibbs-touts-coal-power-generat/
2114,true,John Kasich,"""Since 1904, the Ohio victor has won the presidency 25 out of 27 times """,statement posted to hwebsite,"June 21, 2010",https://www.politifact.com/factchecks/2010/jul/23/john-kasich/ohios-voter-opinions-steady-bellwether-presidentia/
2115,true,Dennis Kucinich,"""The War in Afghanistan is officially the longest war Americans have ever been asked to endure.""",statement posted to hwebsite,"June 10, 2010",https://www.politifact.com/factchecks/2010/jul/23/dennis-kucinich/rep-dennis-kucinich-calls-end-americas-longest-war/
2116,true,Alex Sink,"House Republicans who complained they didn't have enough time to consider a constitutional ban against oil drilling ""shoved through a proposal in just a few days to open state waters to oil drilling.""",remarks to reporters,"July 20, 2010",https://www.politifact.com/factchecks/2010/jul/21/alex-sink/alex-sink-says-house-gop-rushed-through-pro-oil-dr/
2117,true,Maurice Ferre,"Maurice Ferre says Kendrick Meek ""has voted 98.6 percent of the time with the Democrat party.""",editorial meeting,"July 1, 2010",https://www.politifact.com/factchecks/2010/jul/21/maurice-ferre/ferre-meek-hews-democrat-votes/
2118,true,Joe Biden,"""I never called for a partition"" of Iraq.",ABCs ThWeek,"July 18, 2010",https://www.politifact.com/factchecks/2010/jul/21/joe-biden/joe-biden-says-he-never-called-partition-iraq/
